student_id,ENG-10,ENG-90,MAT-100,HIS-10,HIS-20,HIS-70,BIO-100,CHE-100,PHY-50,PHY-30,PHY-20,ECO-70,ECO-20,ECO-10,GEO-100,ART-30,ART-70,CSC-30,CSC-20,CSC-50,MUS-30,MUS-70,BUS-20,BUS-10,BUS-70,PSY-40,PSY-30,PSY-20,PSY-10,SOC-10,SOC-60,SOC-30,LAW-90,LAW-10,MED-100,LIN-20,LIN-40,LIN-10,LIN-30,PHI-50,PHI-20,PHI-30,POL-10,POL-40,POL-30,POL-20,STA-50,STA-30,STA-20
A0210,6,57,,,,,,71,,,,39,11,6,,19,46,,,,,,,,,,,,,,,,,,62,,,,,34,13,24,,,,,,,
A0211,,,,4,11,32,67,,35,25,13,,,,,29,70,,,,20,46,,,,,,,,,,,,,70,,,,,,,,,,,,31,18,13
A0212,,,,6,13,41,,57,,,,,,,65,,,,,,,,,,,27,21,10,6,,,,,,,16,28,6,25,,,,,,,,,,
A0213,,,,8,13,47,,,,,,,,,,,,,,,15,41,,,,,,,,,,,,,,,,,,35,12,15,,,,,,,
A0214,7,54,,7,15,45,49,85,,,,48,13,7,,18,49,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,21,12,,,
A0215,,,,,,,,,41,21,15,,,,,,,,,,,,,,,,,,,,,,70,8,,,,,,,,,,,,,,,
A0216,,,72,,,,,,,,,,,,,,,,,,18,43,,,,29,19,11,7,,,,,,,16,27,8,19,25,10,15,,,,,,,
A0217,,,,7,12,46,92,,30,17,13,,,,,,,16,10,30,,,,,,27,24,13,8,,,,69,6,,11,26,7,19,,,,,,,,,,
A0218,,,68,,,,,78,38,25,18,33,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,23,14,10,31,18,12
A0219,,,78,,,,,65,37,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0220,,,,,,,,,,,,,,,,,,25,18,33,,,,,,,,,,,,,,,,,,,,37,13,21,6,24,15,12,,,
A0221,,,,,,,,,,,,,,,,,,,,,23,56,,,,,,,,4,29,13,,,,17,31,9,25,,,,7,24,20,16,,,
A0222,,,,,,,,,34,20,15,46,14,7,54,,,22,17,38,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,
A0223,,,,,,,55,,,,,,,,,,,,,,24,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0224,,,65,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,32,19,16
A0225,6,65,,5,7,40,,,,,,48,11,6,,,,,,,25,48,13,8,51,,,,,,,,,,73,,,,,,,,,,,,,,
A0226,,,,7,13,48,,,,,,,,,,,,,,,,,,,,,,,,,,,69,7,,16,33,8,17,,,,,,,,,,
A0227,7,62,80,,,,73,86,,,,,,,,,,,,,,,,,,23,20,13,8,,,,57,6,,16,26,7,20,,,,,,,,,,
A0228,,,,,,,,83,,,,,,,,25,50,,,,23,42,,,,,,,,,,,,,,,,,,37,15,23,,,,,,,
A0229,,,,,,,,,46,21,18,,,,,,,30,18,48,,,11,5,47,,,,,6,36,18,54,6,,,,,,,,,7,31,23,17,38,20,13
A0230,,,,,,,,61,,,,,,,,,,,,,,,19,9,57,,,,,,,,,,,12,29,7,18,,,,5,20,17,10,,,
A0231,,,,4,7,28,,,41,23,17,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,25,13,17,,,,,,,
A0232,,,,5,15,42,,,,,,49,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0233,,,,,,,,,,,,28,8,6,,,,30,16,39,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0234,6,62,74,,,,67,,,,,,,,,,,,,,,,16,8,57,,,,,6,35,16,,,,,,,,22,9,17,,,,,,,
A0235,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,6,34,13,,,82,,,,,,,,,,,,,,
A0236,,,,,,,,,27,20,15,,,,57,,,,,,,,13,7,58,21,18,11,5,9,43,22,,,,,,,,,,,,,,,,,
A0237,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,
A0238,7,67,52,,,,,,,,,,,,65,,,,,,20,43,,,,,,,,,,,,,61,,,,,37,15,24,,,,,,,
A0239,8,64,,6,13,46,,90,,,,,,,,22,48,26,15,41,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,
A0240,,,,,,,,63,,,,,,,52,,,,,,17,39,,,,24,18,12,6,7,51,23,,,73,,,,,,,,,,,,,,
A0241,,,76,,,,61,,,,,,,,,,,22,15,38,20,52,12,5,43,,,,,7,39,18,,,,,,,,31,12,20,,,,,,,
A0242,,,,5,12,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,23,14
A0243,,,,,,,83,78,25,14,11,,,,56,26,62,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,21,13,23,24,13
A0244,,,,,,,80,,,,,48,13,6,,23,54,,,,,,,,,,,,,,,,61,8,,,,,,,,,7,25,16,12,,,
A0245,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,40,13,20,,,,,,,
A0246,,,69,4,10,20,,,,,,,,,,,,,,,21,45,12,6,44,,,,,,,,,,,,,,,,,,7,30,22,19,,,
A0247,8,67,,,,,,,,,,,,,,,,24,18,40,,,,,,,,,,,,,54,6,59,,,,,29,15,24,7,24,20,15,,,
A0248,,,,5,15,38,67,,37,27,19,,,,,,,,,,,,,,,,,,,,,,48,5,,,,,,,,,,,,,,,
A0249,,,,,,,,,29,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,27,20,14,,,
A0250,7,54,93,,,,,,36,24,15,,,,,,,,,,,,,,,30,20,11,7,,,,,,54,16,27,7,27,,,,,,,,41,24,14
A0251,7,63,,,,,,,,,,37,12,6,55,20,41,,,,,,,,,,,,,,,,59,6,,15,34,7,17,,,,,,,,,,
A0252,,,,,,,,,,,,52,13,7,,,,,,,29,64,15,7,49,,,,,7,44,24,56,6,,,,,,27,12,18,7,29,23,15,,,
A0253,,,,,,,,,25,16,12,,,,,,,19,14,37,,,,,,,,,,,,,,,,,,,,,,,6,21,21,13,,,
A0254,8,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,34,19,,,,,,,,,,,8,30,19,16,,,
A0255,,,,,,,,86,,,,,,,,,,23,16,47,,,20,10,70,,,,,,,,,,,,,,,,,,,,,,,,
A0256,8,43,,,,,,,,,,,,,,,,,,,,,15,7,54,,,,,,,,64,7,,,,,,,,,,,,,,,
A0257,,,72,,,,,,,,,,,,,,,,,,,,18,9,70,,,,,,,,,,,15,30,8,26,,,,,,,,32,13,13
A0258,,,,,,,,,,,,,,,64,,,,,,20,43,13,8,50,,,,,,,,,,,,,,,,,,,,,,,,
A0259,,,,6,13,44,,,,,,39,14,7,,,,,,,,,20,10,68,,,,,,,,49,7,,,,,,,,,,,,,34,20,14
A0260,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,15,25,8,19,,,,,,,,,,
A0261,,,,,,,,,45,27,19,,,,,21,52,19,14,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0262,,,80,,,,62,81,41,24,15,,,,61,,,23,12,36,,,,,,,,,,,,,,,,,,,,,,,6,25,19,11,,,
A0263,,,,,,,59,83,,,,,,,,,,,,,25,62,15,8,46,,,,,,,,69,7,,,,,,,,,6,25,23,14,,,
A0264,,,69,,,,,,,,,48,16,8,,,,,,,22,57,,,,,,,,,,,,,65,16,31,5,24,,,,,,,,,,
A0265,,,,6,11,38,,79,,,,55,18,8,,,,,,,,,,,,,,,,7,28,16,,,,,,,,,,,8,23,19,15,,,
A0266,7,54,,,,,,100,,,,,,,49,,,,,,,,,,,,,,,,,,67,6,64,,,,,32,13,18,,,,,31,14,9
A0267,5,61,88,,,,,67,41,24,15,,,,,21,43,,,,,,,,,,,,,,,,,,,,,,,24,10,15,,,,,,,
A0268,,,,,,,61,,,,,,,,,,,,,,,,16,8,52,,,,,,,,,,,,,,,33,12,20,,,,,36,24,11
A0269,,,,6,12,52,58,,,,,,,,,,,,,,,,,,,,,,,6,43,20,76,8,,,,,,,,,7,28,19,13,33,18,11
A0270,,,52,,,,75,,,,,52,14,7,,,,,,,,,,,,,,,,,,,,,,16,33,7,24,,,,,,,,33,20,14
A0271,,,,5,9,34,74,,,,,,,,77,,,25,19,39,,,,,,,,,,3,27,9,,,,18,40,8,28,,,,,,,,27,17,9
A0272,,,59,6,10,45,59,69,,,,45,12,5,,,,,,,26,55,,,,,,,,,,,,,66,,,,,,,,,,,,,,
A0273,,,,8,16,59,49,,30,21,17,,,,,,,,,,,,,,,27,20,15,6,,,,,,,,,,,,,,6,29,21,12,,,
A0274,6,46,,,,,53,86,,,,,,,58,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,
A0275,,,,,,,,,,,,,,,,21,51,,,,,,,,,,,,,,,,,,44,10,18,3,15,,,,,,,,28,17,12
A0276,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,7,37,18,,,75,,,,,,,,,,,,,,
A0277,,,,,,,,,,,,,,,,23,56,,,,,,,,,18,20,12,6,,,,,,,,,,,,,,,,,,,,
A0278,7,66,,,,,72,,40,25,14,45,13,6,,,,,,,24,52,,,,32,25,15,7,,,,,,,,,,,,,,7,26,21,14,,,
A0279,,,,,,,68,,46,26,18,,,,57,,,25,15,32,17,39,17,8,58,,,,,7,32,18,,,,,,,,,,,,,,,,,
A0280,,,,,,,,,,,,37,12,5,,17,41,,,,,,,,,36,22,13,8,8,49,21,,,,,,,,,,,,,,,,,
A0281,,,88,5,8,36,74,,,,,39,15,6,,,,,,,,,12,6,50,,,,,,,,66,9,,16,26,8,23,,,,,,,,,,
A0282,,,50,,,,,,36,25,13,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,30,14,18,,,,,,,
A0283,,,,,,,70,,,,,,,,66,23,58,,,,,,,,,,,,,,,,,,,15,35,9,22,37,13,20,,,,,35,23,15
A0284,,,,,,,,72,,,,,,,,,,,,,,,17,9,54,,,,,,,,,,75,,,,,,,,6,25,20,15,,,
A0285,8,53,,,,,,,,,,,,,,,,,,,,,,,,29,25,16,7,,,,65,6,,,,,,,,,,,,,,,
A0286,,,67,7,12,47,,,,,,,,,56,18,43,,,,,,13,7,40,,,,,5,27,10,,,76,,,,,,,,,,,,,,
A0287,,,,,,,,66,,,,,,,,,,,,,18,46,,,,,,,,5,26,17,65,9,76,,,,,,,,5,21,23,10,,,
A0288,,,65,,,,,,,,,,,,,,,,,,,,,,,29,21,14,6,7,32,16,,,,,,,,,,,,,,,,,
A0289,,,,,,,,81,,,,,,,,,,22,16,40,,,,,,27,22,16,6,,,,,,81,,,,,,,,,,,,,,
A0290,8,66,,6,14,53,,55,30,21,12,,,,,,,,,,,,,,,,,,,6,40,20,69,8,59,,,,,,,,,,,,,,
A0291,,,,,,,,,36,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,31,18,14,,,
A0292,,,,,,,,,,,,,,,,18,41,21,14,35,,,13,7,47,,,,,7,40,25,,,,,,,,,,,,,,,,,
A0293,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,
A0294,,,,5,11,39,76,,,,,,,,,,,,,,,,14,9,51,,,,,,,,,,,,,,,,,,,,,,,,
A0295,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,
A0296,7,53,,5,13,38,66,82,,,,,,,63,,,,,,16,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0297,,,,7,13,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,18,26,,,,,,,
A0298,,,,,,,78,66,,,,,,,,,,20,15,37,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,
A0299,,,,4,10,26,,,31,20,15,36,12,5,,,,,,,,,19,8,70,,,,,6,24,17,,,,,,,,,,,,,,,23,16,10
A0300,,,,6,16,49,,,,,,,,,,18,39,,,,,,13,7,42,,,,,,,,,,,,,,,,,,6,26,17,14,25,11,12
A0301,5,48,,,,,82,,,,,,,,,,,,,,,,,,,19,19,12,6,,,,,,,,,,,38,14,23,6,20,16,8,,,
A0302,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,6,43,22,,,,,,,,35,14,21,,,,,,,
A0303,,,,,,,,,,,,,,,,,,23,15,34,,,,,,23,16,12,5,,,,,,,,,,,,,,7,22,16,9,,,
A0304,6,54,65,,,,,,,,,,,,45,,,,,,,,,,,,,,,7,46,20,,,,18,34,8,24,,,,,,,,,,
A0305,,,,,,,,52,,,,,,,,,,25,16,39,22,50,,,,25,20,14,7,4,25,5,58,6,50,,,,,,,,,,,,,,
A0306,,,,,,,,,,,,,,,,,,,,,23,47,,,,,,,,7,35,18,,,,,,,,,,,,,,,,,
A0307,,,76,,,,80,,,,,,,,,,,,,,,,,,,30,20,12,8,7,41,18,41,6,,12,24,5,15,,,,,,,,28,20,9
A0308,,,,5,8,31,,,45,21,17,,,,,,,26,14,41,,,,,,,,,,,,,,,,17,25,7,24,,,,,,,,,,
A0309,,,,6,16,46,,,,,,,,,,,,,,,22,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0310,,,,,,,,,,,,,,,,,,19,16,39,,,,,,,,,,,,,,,,13,21,4,17,,,,,,,,,,
A0311,,,,,,,71,,,,,42,11,5,,,,,,,,,15,7,48,28,23,18,7,,,,62,8,63,,,,,29,9,15,,,,,,,
A0312,7,51,,,,,69,,24,16,12,,,,,,,19,13,33,,,,,,,,,,,,,27,4,,,,,,,,,5,18,16,12,22,18,12
A0313,,,,6,10,34,,,,,,,,,,,,,,,,,10,6,41,22,19,13,7,,,,,,,17,29,8,26,38,14,20,,,,,,,
A0314,,,81,,,,,,,,,,,,,,,25,17,47,,,,,,,,,,,,,,,,15,25,8,22,,,,8,31,21,12,,,
A0315,,,,,,,,,,,,,,,62,,,22,18,44,19,38,,,,26,19,14,7,,,,52,6,,,,,,,,,5,22,16,11,,,
A0316,,,,6,12,38,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,13,20,,,,,22,16,11
A0317,,,99,4,7,29,,,,,,,,,,,,,,,24,56,,,,29,21,17,7,,,,,,,,,,,37,14,23,,,,,,,
A0318,,,,,,,72,71,,,,,,,,,,,,,14,41,,,,25,15,14,6,,,,,,,,,,,,,,,,,,,,
A0319,6,48,,6,10,40,,,,,,,,,51,,,,,,,,,,,,,,,6,31,18,,,85,,,,,,,,,,,,,,
A0320,4,40,78,,,,,,,,,,,,,,,23,14,38,24,57,,,,,,,,,,,61,7,,,,,,,,,,,,,30,18,13
A0321,,,,,,,,,,,,54,15,9,,18,45,,,,23,44,,,,,,,,,,,,,,15,31,7,22,32,14,21,,,,,,,
A0322,6,55,,,,,64,,,,,,,,,,,,,,,,18,8,55,21,15,11,4,6,50,19,60,8,,,,,,,,,,,,,,,
A0323,4,55,63,,,,,,,,,37,12,6,,,,,,,,,,,,27,24,13,6,5,40,16,,,,,,,,,,,9,28,24,15,34,18,13
A0324,,,,,,,70,,,,,,,,,14,45,,,,,,,,,,,,,,,,64,7,44,16,29,7,22,,,,,,,,,,
A0325,,,,,,,,,33,21,14,48,13,6,,,,,,,22,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0326,,,,6,12,48,68,,,,,,,,,,,,,,,,,,,,,,,,,,69,7,,,,,,,,,,,,,,,
A0327,,,58,5,11,28,71,,,,,,,,,,,24,17,41,,,,,,,,,,7,38,19,,,,,,,,,,,,,,,,,
A0328,,,,,,,71,,,,,39,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,35,14,18,8,28,22,17,,,
A0329,,,,,,,,72,,,,,,,,,,25,17,50,,,,,,,,,,,,,,,72,9,24,6,15,27,12,20,5,25,20,11,,,
A0330,,,66,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,56,6,,,,,,,,,,,,,,,
A0331,,,,,,,,,38,24,16,38,13,7,,,,,,,,,,,,27,22,14,6,,,,,,,,,,,,,,,,,,30,17,11
A0332,4,46,,,,,54,66,,,,,,,,,,,,,,,,,,27,15,12,6,,,,,,,,,,,,,,,,,,,,
A0333,,,,,,,,,,,,37,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,23,11,17,,,,,23,15,9
A0334,,,,4,10,38,,,,,,38,10,6,,,,,,,,,,,,29,22,13,6,,,,,,52,,,,,,,,7,27,17,14,27,13,9
A0335,,,,6,9,39,,65,,,,,,,,26,57,,,,,,,,,,,,,,,,,,,,,,,28,13,17,,,,,,,
A0336,,,,6,11,38,,,,,,,,,,,,22,16,47,,,15,8,55,,,,,,,,,,,,,,,,,,,,,,34,18,14
A0337,7,61,,,,,,,28,20,11,,,,,17,37,27,14,40,,,,,,,,,,6,39,16,,,,13,31,7,24,29,11,21,,,,,,,
A0338,,,,,,,,,,,,,,,,,,,,,,,15,7,58,,,,,,,,,,70,,,,,,,,,,,,,,
A0339,,,,,,,,,,,,,,,,,,,,,19,41,,,,26,18,14,7,,,,,,,,,,,,,,6,23,18,10,,,
A0340,7,54,,6,13,55,,,37,21,15,54,17,9,,,,,,,,,,,,26,20,10,7,,,,,,,,,,,,,,,,,,,,
A0341,,,,,,,,,,,,42,14,8,,,,,,,,,,,,,,,,,,,52,5,,11,25,6,24,,,,7,27,20,11,,,
A0342,,,,,,,,,34,27,16,,,,69,,,,,,,,,,,,,,,6,29,12,,,,,,,,,,,,,,,,,
A0343,,,,9,15,56,,,,,,52,14,6,,,,,,,,,,,,,,,,7,44,21,,,74,,,,,,,,,,,,,,
A0344,8,65,64,,,,,,,,,,,,,,,,,,,,,,,21,19,12,6,,,,,,,,,,,,,,,,,,,,
A0345,6,51,,,,,74,,31,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0346,,,75,,,,83,,,,,36,13,7,,,,,,,,,14,7,54,,,,,,,,73,8,,,,,,32,15,18,9,29,26,18,,,
A0347,,,68,,,,66,,,,,56,15,6,60,,,,,,,,,,,27,18,13,6,8,44,19,,,,,,,,,,,,,,,,,
A0348,,,,,,,,70,29,18,13,,,,,,,,,,24,53,,,,23,19,11,6,6,42,20,,,76,,,,,38,13,25,,,,,,,
A0349,,,63,,,,,48,,,,,,,,19,44,,,,27,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0350,,,,,,,,,37,19,14,,,,69,,,,,,23,50,,,,29,21,13,6,,,,,,,16,26,7,24,36,15,21,,,,,33,15,13
A0351,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,7,47,18,,,76,16,37,9,25,,,,,,,,32,22,14
A0352,,,,,,,,,37,23,15,,,,,,,,,,,,15,8,57,24,18,11,6,7,46,21,,,82,,,,,25,11,18,,,,,29,16,12
A0353,7,64,,,,,,59,31,15,11,,,,61,18,38,,,,,,,,,,,,,,,,66,7,,,,,,,,,,,,,,,
A0354,,,,,,,,,,,,,,,,,,,,,,,14,8,56,,,,,,,,,,,,,,,,,,5,18,16,12,,,
A0355,,,,,,,,,37,22,15,,,,,,,28,17,50,,,,,,,,,,6,36,20,,,,16,33,8,22,,,,5,28,22,14,,,
A0356,7,64,45,,,,49,,,,,,,,,20,53,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,23,13,,,
A0357,,,73,,,,41,,,,,,,,,,,,,,21,48,15,7,51,29,22,13,8,,,,,,,,,,,,,,,,,,,,
A0358,,,,,,,,,,,,,,,61,,,,,,,,,,,20,20,13,5,,,,60,6,72,,,,,,,,,,,,,,
A0359,,,68,5,9,43,,64,,,,,,,,,,,,,,,,,,,,,,7,29,20,,,81,12,23,7,19,43,17,20,,,,,,,
A0360,,,,5,10,34,,,,,,,,,66,,,,,,23,56,,,,,,,,,,,,,67,,,,,28,11,19,7,31,23,17,,,
A0361,,,,,,,,,,,,40,11,7,,,,,,,16,33,,,,25,22,12,5,6,36,17,,,,,,,,31,11,14,,,,,35,20,14
A0362,,,,,,,,,,,,,,,,,,28,19,36,,,,,,32,24,13,8,,,,,,85,,,,,,,,,,,,,,
A0363,5,54,,,,,,,,,,,,,,,,,,,,,,,,30,21,15,6,,,,,,,,,,,38,14,25,,,,,,,
A0364,,,,,,,,,,,,,,,,,,23,15,36,,,,,,,,,,,,,69,7,,,,,,,,,,,,,,,
A0365,6,81,,,,,51,54,,,,52,14,8,,,,,,,19,53,18,9,68,26,18,10,6,,,,,,,,,,,,,,,,,,,,
A0366,7,56,78,,,,53,,,,,,,,,,,,,,,,14,6,47,,,,,,,,37,5,,13,32,8,23,,,,,,,,40,23,14
A0367,,,,7,16,52,67,,,,,49,14,7,,,,,,,,,,,,,,,,,,,,,,17,33,8,25,32,13,19,,,,,,,
A0368,,,,,,,,,,,,54,16,7,,,,,,,23,49,14,8,53,,,,,,,,,,,15,34,9,23,,,,7,34,24,18,,,
A0369,,,,5,10,35,,,,,,46,18,8,,27,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0370,,,,7,12,47,,,,,,,,,,,,,,,24,52,11,4,34,,,,,,,,,,,,,,,,,,8,27,21,14,41,20,12
A0371,,,,,,,,,35,21,14,,,,,,,,,,,,12,6,39,30,22,14,8,,,,,,66,,,,,34,11,15,,,,,,,
A0372,,,,8,13,49,,,,,,,,,61,,,29,19,44,,,,,,20,19,14,5,3,30,18,,,,,,,,,,,7,30,26,16,,,
A0373,,,64,6,11,40,,,,,,,,,60,,,,,,17,54,16,9,59,,,,,,,,55,4,,15,27,7,24,,,,,,,,,,
A0374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,6,60,,,,,,,,,,,,,,
A0375,7,55,,,,,65,,41,24,14,45,15,6,69,,,,,,,,13,9,49,27,21,13,6,,,,,,,,,,,,,,,,,,,,
A0376,,,91,,,,,,41,20,16,59,15,7,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,
A0377,8,62,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0378,,,,5,12,37,,,,,,,,,,,,23,16,35,,,,,,,,,,,,,,,59,,,,,,,,10,26,24,19,38,21,11
A0379,,,68,,,,,,,,,,,,,21,49,,,,,,,,,35,24,18,9,,,,,,,,,,,,,,,,,,,,
A0380,,,75,,,,70,,38,23,12,,,,,28,52,29,19,50,,,,,,,,,,7,33,19,,,,,,,,,,,,,,,,,
A0381,,,,,,,,,,,,,,,52,,,,,,,,14,8,48,,,,,,,,,,,19,37,9,28,,,,6,23,15,14,,,
A0382,,,48,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,13,17,,,,,,,
A0383,,,,6,12,42,,,,,,,,,,,,,,,,,,,,,,,,5,36,21,,,,,,,,,,,,,,,,,
A0384,,,,6,11,46,,,,,,44,11,6,80,,,,,,,,,,,23,19,12,6,,,,,,46,14,30,7,23,32,13,22,,,,,,,
A0385,,,,,,,56,,,,,48,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,33,12,14,,,,,,,
A0386,,,,,,,,,,,,,,,54,,,,,,,,16,7,56,,,,,,,,,,,,,,,,,,,,,,,,
A0387,,,,,,,75,,33,19,12,51,13,6,,23,51,,,,,,,,,20,18,11,4,,,,62,7,,,,,,28,10,17,,,,,,,
A0388,9,67,,,,,68,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,32,8,24,,,,,,,,32,19,12
A0389,,,,,,,,,47,25,17,,,,,,,25,15,41,24,42,,,,,,,,,,,69,7,,,,,,,,,6,22,17,12,,,
A0390,,,,,,,95,,26,19,14,,,,47,,,21,15,34,,,,,,,,,,,,,,,,,,,,,,,5,24,18,12,,,
A0391,7,55,,6,12,44,,62,,,,,,,,25,64,,,,17,48,16,6,56,31,23,15,9,,,,,,,,,,,,,,,,,,,,
A0392,,,,7,12,48,,,,,,,,,71,,,,,,,,16,8,55,34,20,16,7,5,33,16,,,,,,,,,,,,,,,29,14,10
A0393,,,76,5,11,36,58,,,,,,,,,,,,,,,,15,6,53,,,,,,,,,,49,,,,,,,,,,,,,,
A0394,7,52,57,,,,70,68,,,,,,,,,,23,16,33,21,47,,,,,,,,,,,59,7,,,,,,,,,,,,,,,
A0395,,,,,,,,,30,19,11,,,,,,,,,,,,,,,25,18,11,6,,,,,,,,,,,34,14,18,,,,,,,
A0396,,,,8,16,54,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,15,23,,,,,,,
A0397,,,,6,10,40,,,,,,,,,,,,,,,21,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0398,,,,,,,72,,,,,,,,,,,,,,16,46,,,,,,,,5,40,21,,,,,,,,,,,,,,,,,
A0399,,,,7,12,34,,69,29,24,9,45,15,7,54,11,33,,,,,,,,,,,,,,,,64,7,,,,,,,,,,,,,,,
A0400,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,
A0401,,,,,,,,,36,24,14,,,,,,,,,,,,,,,,,,,,,,76,8,,,,,,,,,,,,,,,
A0402,,,,,,,,,,,,,,,,,,23,14,32,,,13,6,40,,,,,,,,,,,,,,,,,,,,,,,,
A0403,6,40,77,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,17,10
A0404,,,,,,,,,,,,,,,,,,,,,,,,,,26,21,11,8,5,26,15,,,,,,,,,,,,,,,,,
A0405,,,76,,,,,92,,,,36,14,8,,,,,,,26,56,,,,28,22,15,7,,,,,,,,,,,,,,,,,,,,
A0406,,,66,5,11,35,,,36,19,13,,,,,,,,,,,,,,,,,,,5,43,18,,,,,,,,,,,,,,,,,
A0407,6,53,,4,8,32,,62,,,,,,,58,,,,,,17,27,,,,,,,,,,,,,,,,,,23,10,16,7,28,26,15,,,
A0408,,,,,,,79,,,,,,,,,,,16,10,26,,,,,,,,,,,,,,,79,14,31,8,23,,,,,,,,,,
A0409,,,67,6,13,38,63,,,,,,,,,,,19,13,32,22,57,,,,,,,,8,55,27,,,,,,,,42,16,22,,,,,,,
A0410,,,,,,,,,,,,,,,,22,54,21,17,34,16,37,,,,,,,,8,38,21,,,,,,,,,,,6,27,21,19,27,22,11
A0411,,,,,,,84,87,42,21,17,,,,63,13,32,,,,,,,,,,,,,7,48,25,,,,,,,,,,,,,,,,,
A0412,,,,,,,80,,31,19,13,,,,83,16,40,24,16,38,,,16,6,52,,,,,,,,,,,,,,,34,13,21,,,,,,,
A0413,,,,5,11,40,,,,,,49,13,7,,,,,,,21,53,,,,26,18,13,7,7,33,26,,,,,,,,,,,,,,,,,
A0414,8,63,,,,,73,,,,,42,12,7,,,,,,,19,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0415,,,,,,,,,45,24,16,56,12,7,,18,44,,,,,,,,,27,22,12,8,,,,,,,,,,,,,,,,,,,,
A0416,,,,,,,,,,,,,,,,22,48,,,,,,,,,,,,,,,,,,,13,29,6,22,,,,,,,,,,
A0417,,,,7,14,45,,,,,,36,11,4,58,,,,,,,,14,6,45,,,,,,,,,,,,,,,,,,,,,,,,
A0418,,,,6,11,42,,,30,20,12,,,,,,,,,,29,62,,,,,,,,6,35,18,,,,13,30,7,21,29,10,19,7,22,20,12,,,
A0419,,,,,,,,,,,,,,,,,,27,16,41,,,,,,27,19,13,6,,,,,,,,,,,,,,,,,,,,
A0420,,,,6,11,33,,,34,22,14,49,13,7,61,,,,,,,,15,10,50,25,19,13,5,6,39,14,,,,,,,,,,,,,,,,,
A0421,,,81,8,13,55,,,,,,,,,74,23,59,21,12,35,,,14,7,55,,,,,,,,,,51,,,,,,,,,,,,,,
A0422,,,,,,,,77,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
